020|a	LOCATION	NOTE(ITEM)	BARCODE
9780071761727 (pbk.);0071761721	xmt  	rec. 050713	
9780071753951 (pbk.);0071753958 (pbk.);9780071792790 ( international ed.);0071792791 (international ed.)	xmt  	rec. 050713	
9780071743884;007174388X;9780071788458 (international ed.);007178845X (MHID);0071785744;9780071785747	xmt  	rec. 050713	
9780307272089;0307272087	xkg  		30000002310450
9781433804052;1433804050	xmt  	rec. 050713	
9780470398180 (cloth);0470398183 (cloth)	xmt  	rec. 050713	
9780801887888 (hardcover : alk. paper);0801887887 (hardcover : alk. paper)	xmt  	rec. 050713	
9780323068574;032306857X	xmt  	rec. 050713	
9781111306656;1111306656	x2mt 	rec. 050713	
9781111138363;1111138362	xmt  	rec. 050713	
0618308423 (alk. paper);9780618308422 (alk. paper)	xmt  	rec. 050713	
9780840022998;0840022999	xmt  	rec. 050713	
9781444337181 (pbk. : alk. paper);1444337181 (pbk. : alk. paper)	xmt  	rec. 050713	
9781118011430 (pbk.);1118011430 (pbk.)	xmt  	rec. 050713	
9780123919274 (hbk);0123919274 (hbk);9780123751829 (alk. paper);0123751829 (alk. paper);9780080923635 (electronic bk.);0080923631 (electronic bk.)	xmt  	rec. 050713	
9780727918598 (pbk. : alk. paper);0727918591 (pbk. : alk. paper)	xmt  	rec. 050713	
9781926895109 (hbk. : alk. paper);192689510X (hbk. : alk. paper)	xmt  	rec. 050713	
9781118443590 (pbk.);1118443594 (pbk.)	xmt  	rec. 050713	
9781118400074;1118400070	xmt  	rec. 050713	
0857023330;9780857023339	xmt  	rec. 050713	
9780415871099 (hardcover : alk. paper);0415871093 (hardcover : alk. paper);9780415871105 (pbk. : alk. paper);0415871107 (pbk. : alk. paper)	xmt  	rec. 050713	
9780393704259 (hardcover);0393704254 (hardcover)	xmt  	rec. 050713	
9780195396430 (alk. paper);019539643X (alk. paper)	xmt  	rec. 050713	
9780195389630 (alk. paper);0195389638 (alk. paper)	xmt  	rec. 050713	
9781429205771 (hardcover);1429205776 (hardcover)	xmt  	rec. 050713	
9781111306113 (pbk);1111306117 (pbk)	xmt  	rec. 050713	
9781433803918;1433803917	x2mt 	rec. 050713	
0452011868;9780452011861	xmt  	rec. 050713	
9781107013889 (hardback);1107013887 (hardback)	xmt  	rec. 050713	
9781433810602;1433810603	xmt  	rec. 050713	
9781412968751 (cloth);1412968755 (cloth);9781412968768 (pbk.);1412968763 (pbk.)	xmt  	rec. 050713	
9780878933389;0878933387	xmt  	rec. 050713	
9781843928379 (hardback);184392837X (hardback);9781843928362 (pbk.);1843928361 (pbk.)	xmt  	rec. 050713	
9780415532754 (hbk.);0415532752 (hbk.);9780203081181 (ebk.);0203081188 (ebk.)	xmt  	rec. 050713	
9780415601009 (pbk.);0415601002 (pbk.);9780415600996 (hbk);0415600995 (hbk);9780203095980 (ebk);0203095987 (ebk)	xmt  	rec. 050713	
9780470990995 (cloth);0470990996 (cloth);9780470991701 (pbk.);0470991704 (pbk.)	xmt  	rec. 050713	
9780415634588 (hbk.);041563458X (hbk.)	xmt  	rec. 050713	
9780789035271 (hbk);0789035278 (hbk);9780789035288 (pbk);0789035286 (pbk)	xmt  	rec. 050713	
9780199744220 (acid-free paper);019974422X (acid-free paper)	xmt  	rec. 050713	
9780199691319 (pbk.);0199691312 (pbk.)	xmt  	rec. 050713	
9780415807494 (hardcover : alk. paper);0415807492 (hardcover : alk. paper);9780415807500 (pbk. : alk. paper);0415807506 (pbk. : alk. paper)	xmt  	rec. 050713	
9780979236631;0979236630	xmt  	rec. 050713	
9781111831004;1111831009	xbs  	rec. 050713	
9780803625648 (pbk. : alk. paper);0803625642 (pbk. : alk. paper)	xbs  	rec. 050713	
9781437713848;143771384X	xbs  	rec. 050713	
9781607951094 (hbk.);1607951096 (hbk.)	xbs  	rec. 050713	
9781612501239 (pbk.);1612501230 (pbk.);9781612501246 (library ed.);1612501249 (library ed.)	xbs  	rec. 050713	
9781609608781 (hardcover);160960878X (hardcover);9781609608798 (ebook);1609608798 (ebook);9781609608804 (print & perpetual access);1609608801 (print & perpetual access)	xbs  	rec. 050713	
9780135014967;0135014964	xbs  	rec. 050713	
1449636403;9781449636401	x2bs 	rec. 050713	
9780763776404;0763776408	x2bs 	rec. 050713	
9780073378107 (hard copy : alk. paper);0073378100 (hard copy : alk. paper);9780077350017 (hbk.);0077350014 (hbk.);9780071222150 (pbk.);0071222154 (pbk.);9780077759940;007775994X	xbs  	rec. 050713	
9781416062035;1416062033	xbs  	rec. 050713	
9780470598924;0470598921;9781118129197 (alk. paper);1118129199 (alk. paper)	xbs  	rec. 050713	
9780826103178;0826103170;9780826105530;082610553X	xbs  	rec. 050713	
9781846195952;1846195950	xbs  	rec. 050713	
9781437726039 (hardback);1437726038 (hardback)	xbs  	rec. 050713	
9780803600164;080360016X	xbs  	rec. 050713	
9781609132415 (pbk.);1609132416 (pbk.)	xbs  	rec. 050713	
9780071781824;007178182X	xbs  	rec. 050713	
9781437708233;1437708234	xbs  	rec. 050713	
9781449626501 (pbk.);1449626505 (pbk.)	xbs  	rec. 050713	
9781449632946;1449632947;9781449661335;1449661335	xbs  	rec. 050713	
9780071477239 (softcover : alk. paper);0071477233 (softcover : alk. paper)	xbs  	rec. 050713	
9780073407494 (alk. paper);0073407496 (alk. paper)	xbs  	rec. 050713	
9780781784955;0781784956	xbs  	rec. 050713	
9781449626488;1449626483	x2bs 	rec. 050713	
9781451144062 (alk. paper);1451144067 (alk. paper)	xbs  	rec. 050713	
9781449628628;1449628621	x2bs 	rec. 050713	
9781449678326;1449678327;9781449689605 (text with access code card);1449689604 (text with access code card)	xbs  	rec. 050713	
9780071768511 (pbk.);0071768513 (pbk.)	xbs  	rec. 050713	
9780470657683 (pbk. : alk. paper);0470657685 (pbk. : alk. paper)	xbs  	rec. 050713	
9780071781855 (pbk. : alk. paper);0071781854 (pbk. : alk. paper)	xbs  	rec. 050713	
9780399161513;0399161511	x2bs 	rec. 050713	
9781437713671 (hardcover : alk. paper);143771367X (hardcover : alk. paper)	xbs  	rec. 050713	
9780702034794;0702034797;9780702052422 (e-ISBN);0702052426 (e-ISBN)	xbs  	rec. 050713	
9780323059091 (pbk. : alk. paper);0323059090 (pbk. : alk. paper)	xbs  	rec. 050713	
9781608319152;1608319156	xbs  	rec. 050713	
9781451109375 (pbk.);1451109377 (pbk.)	xbs  	rec. 050713	
9781439819340 (hbk. : alk. paper);1439819343 (hbk. : alk. paper)	xbs  	rec. 050713	
9781455709038 (pbk. : alk. paper);1455709034 (pbk. : alk. paper)	xbs  	rec. 050713	
0674012798 (hardcover : alk. paper)	xvbs 		30000002441560
9780781788458 (pbk. : alk. paper);0781788455 (pbk. : alk. paper)	xvbs 	In Jamie's office until circulating copy is returned.;there is already some highlighting throughout this book	30000002441677
9780781773249;0781773245	xbs  		30000002441685
9780323053730;0323053734	xbs  		30000002441719
0781750113;9780781750110	x2bs 		30000002441644
0721690793 (pbk. : alk. paper);9780721690797 (pbk. : alk. paper)	xbs  	there is already some highlighting in chapters 1-6 of this book	30000002441636
9780781783552 (pbk.);0781783550 (pbk.)	xbs  		30000002441602
9780781794275;0781794277	xbs  		30000002441594
9780781753425;0781753422	xbs  	some pages in middle of book are damaged	30000002441750
0300008651 (cloth);0300044909 (pbk.)	xmb  		30000001986425
	xmb  		30000001986458
1880582287 :;9781880582282	xmb  		30000001986417
	xmb  		30000002205395
	xmb  		
0671709240;9780671709242	x2mb 		30000001986490
	xmb  		30000001986433
	xmb  		30000001986466
9780061698958;0061698954	xmb  		30000001986516
0394588010;9780394588018	xmb  		30000001986524
1585670006;9781585670000	xmb  		30000001986441
0881258237;9780881258233	xmb  		30000001986482
	x2mb 		30000001986474
1886857008;9781886857001	x2mb 		30000001986573
0198219148;9780198219149	xmb  		30000001986607
0521091454;9780521091459	xmb  		30000001986532
1572306076;9781572306073	xmb  		30000001986565
0525242376;9780525242376	xmb  		30000001986508
9781429234146 (North American ed.);1429234148  (North American ed.)	xmb  		30000001986540
0520031830 (pbk.);9780520031838 (pbk.)	xmb  		30000001986557
9780615382401;0615382401	xmb  		30000001986581
0002719096;9780002719094	xmb  		30000001986599
006138089X;9780061380891	xmb  		30000001986649
0978631331;9780978631338	xmb  		30000001986631
0817985115 (hard : alk. paper);9780817985110 (hard : alk. paper);0817985123 (pbk. : alk. paper);9780817985127 (pbk. : alk. paper)	xmb  		30000001986615
0521335701 (pbk.);9780521335706 (pbk.);0521259215;9780521259217	xmb  		30000001986623
9780875654430 (hardcover : alk. paper);0875654436 (hardcover : alk. paper)	xmb  		30000001986656
9789655241235;9655241238	xbs  		30000002371213
0143034669 (pbk.)	xwb  	gift of David Levy	30000002187387
0060390077 :	xwb  	gift of David Levy	30000002187148
0060984384 (pbk.);9780060984380 (pbk.)	xwb  	gift of David Levy	30000002187502
0805056866;9780805056860	xwb  	gift of David Levy	30000002187536
0385187165;9780385187169	xwb  	gift of David Levy	30000002187619
0385491506;9780385491501	xwb  	gift of David Levy	30000002187163
	xwb  	Signed by  the compiler;gift of David Levy	30000002187379
0870652249 (pbk.);9780870652240 (pbk.)	xwb  	gift of David Levy	30000002187585
	xwb  	gift of David Levy	30000002187221
0030782759;9780030782756	xwb  	gift of David Levy	30000002187411
	xwb  	gift of David Levy	30000002187304
0380718227 :;9780380718221	xwb  	gift of David Levy	30000002187668
	xwb  	gift of David Levy	30000002187262
0671657127 (pbk.);9780671657123 (pbk.);0671504657;9780671504656	xwb  	gift of David Levy	30000002187072
007049021X;9780070490215	xwb  	gift of David Levy	30000002187155
0375724427;9780375724428	xwb  	gift of David Levy	30000002187114
0316084468;9780316084468	xwb  	gift of David Levy	30000002187650
0030812984;9780030812989	xwb  	gift of David Levy	30000002187064
0062716115	xwb  	gift of David Levy	30000002187320
0316811904 :	xwb  	gift of David Levy	30000002187346
0195029216;9780195029215	xwb  	gift of David Levy	30000002187429
0517886839 (pbk.) :;9780517886830 (pbk.)	xwb  	gift of David Levy	30000002187494
0810900300;9780810900301	xwb  	gift of David Levy	30000002187288
0060137010;9780060137014;0064301109 (pbk.);9780064301107 (pbk.)	xwb  	gift of David Levy	30000002187205
0571144055;9780571144051	xwb  	gift of David Levy	30000002187247
0195116690 (alk. paper);9780195116694 (alk. paper);0195116704;9780195116700	xwb  	gift of David Levy	30000002187353
0944583040 (pbk.);9780944583043 (pbk.)	xwb  	gift of David Levy	30000002187577
0393323137 (pbk.);9780393323139 (pbk.)	xwb  	gift of David Levy	30000002187544
0671524348;9780671524340;0671645587;9780671645588	xwb  	gift of David Levy	30000002187452
0195100719;9780195100716;0195100727 (pbk.);9780195100723 (pbk.)	xwb  	gift of David Levy	30000002187460
0140202536;9780140202533	xwb  	gift of David Levy	30000002187189
0805205446;9780805205442	xwb  	gift of David Levy	30000002187106
0394511670;9780394511672	xwb  	gift of David Levy	30000002187627
	xwb  	gift of David Levy	30000002187395
9781556426490 (soft cover : alk. paper);1556426496 (soft cover : alk. paper)	xbs  		30000002371130
9781556429163 (pbk. : alk. paper);1556429169 (pbk. : alk. paper)	xbs  		30000002441768
9781556429460 (pbk.);1556429460 (pbk.)	xbs  		30000002371171
	xkg  		30000002358434
	xkg  		30000002358400
	xkg  		30000002358509
	xkg  		30000002358533
	xkg  		30000002358475
9781594608445 (alk. paper);159460844X (alk. paper)	xmw  	rec. 052512 reassigned from FL	
9780132555517 (pbk.);0132555514 (pbk.)	xkg  	rec. 052512 reassigned from FL	
007240700X (pbk. : acid-free paper);0072449586 (disc);0072483512 (set)	xfh  	rec. 070212 reassigned from FL	
1781000379 (hbk.);9781781000373 (hbk.);1781000395 (pbk.);9781781000397 (pbk.)	xbw  	rec. 052113	
9780230297913;0230297919	xbw  	rec. 052113	
9781119962656 (hbk.);111996265X (hbk.)	xbw  	rec. 052113	
9780857934598 (hbk.);0857934597 (hbk.)	xbw  	rec. 052113	
9781614705031 (hardcover : alk. paper);1614705038 (hardcover : alk. paper)	xbw  	rec. 052113	
9780205028993 (alk. paper);0205028993 (alk. paper)	xbw  	rec. 052113	
1465200061;9781465200068	xbw  	rec. 052113	
9781849809320 (hbk. : alk. paper);1849809321 (hbk. : alk. paper)	xbw  	rec. 052113	
9780415888158 (alk. paper);0415888158 (alk. paper)	xbw  	rec. 052113	
9780415893763 (alk. paper);0415893763 (alk. paper)	xbw  	rec. 052113	
9780071799379 (alk. paper);0071799370 (alk. paper)	xbw  	rec. 052113	
9780230379343;0230379346	xbw  	rec. 052113	
9780230348165;0230348165	xbw  	rec. 052113	
9780415891301 (hbk. : alk. paper);0415891302 (hbk. : alk. paper);9780415891318 (pbk. : alk. paper);0415891310 (pbk. : alk. paper);9780203107461 (ebook : alk. paper);0203107462 (ebook : alk. paper)	xbw  	rec. 052113	
9789562915359;9562915352	xbw  	rec. 052113	
9780415896863 (hardback);041589686X (hardback);9780415896870 (pbk.);0415896878 (pbk.);9780203140987 (ebook);0203140982 (ebook)	xbw  	rec. 052113	
9780415807081 (hardback : alk. paper);0415807085 (hardback : alk. paper);9780415807098 (pbk. : alk. paper);0415807093 (pbk. : alk. paper);9780203153659 (ebook : alk. paper);0203153650 (ebook : alk. paper)	xbw  	rec. 052113	
9780078029219;007802921X	xbw  	rec. 052113	
9780273755203 (limp);027375520X (limp)	xbw  	rec. 052113	
9780273726418 (pbk.);0273726412 (pbk.)	xbw  	rec. 052113	
9780078024337 (pbk. : acid-free paper);0078024331 (pbk. : acid-free paper);9780077378370 (pbk. : acid-free paper);0077378377 (pbk. : acid-free paper)	xfh  	rec. 052113	
9780738609966;073860996X	xfh  	rec. 052113	
9780205251773 (pbk. : alk. paper);0205251773 (pbk. : alk. paper)	xfh  	rec. 052113	
9781133308782 (spiral);1133308783 (spiral)	x2fh 	rec. 052113	
9780199826865 (hbk. : alk. paper);0199826862 (hbk. : alk. paper)	xfh  	rec. 052113	
9781462507702 (paperback);1462507700 (paperback);9781462507719 (hardcover);1462507719 (hardcover)	xfh  	rec. 052113	
9780199587858 (pbk. : alk. paper);019958785X	xmw  	rec. 052113	
1781000379 (hbk.);9781781000373 (hbk.);1781000395 (pbk.);9781781000397 (pbk.)	xmw  	rec. 052113	
9781612504827 (hbk.);1612504825 (hbk.);1612504817 (pbk.);9781612504810 (pbk.)	xmw  	rec. 052113	
9781848729469 (hardback);1848729464 (hardback)	xmw  	rec. 052113	
9781462507504 (hardcover);1462507506 (hardcover)	xmw  	rec. 052113	
9781137030917 (hbk.);1137030917 (hbk.);9781137030924 (pbk.);1137030925 (pbk.)	xmw  	rec. 052113	
9780812244243 (hardcover : alk. paper);0812244249 (hardcover : alk. paper)	xmw  	rec. 052113	
9781462504831 (hardback);1462504833 (hardback)	xmw  	rec. 052113	
9781107016712;1107016711;9781107602588 (pbk.);1107602580 (pbk.)	xmw  	rec. 052113	
0745647790;9780745647791;9780745647784 (hbk.);0745647782 (hbk.)	xmw  	rec. 052113	
9781421404578 (hdbk. : acid-free paper);1421404575 (hdbk. : acid-free paper);9781421405339 (electronic);1421405334 (electronic)	xmw  	rec. 052113	
9781118115886 (pbk.);1118115880 (pbk.)	x2mw 	rec. 052113	
9789400742789;9400742789	xmw  	rec. 052113	
9780691151571 (hbk. : alk. paper);0691151571 (hbk. : alk. paper)	xmw  	rec. 052113	
9780230120914 (alk. paper);0230120911 (alk. paper)	xmw  	rec. 052113	
9783642252112;3642252117	xmw  	rec. 052113	
9780823245000 (hardback);0823245004 (hardback);9780823245017 (paper);0823245012 (paper)	xmw  	rec. 052113	
9781439191569;9781439191576;1439191573;1439191565	xmw  	rec. 052113	
9780199916818;0199916810	xmw  	rec. 052113	
9781622576814;1622576810	xmw  	rec. 052113	
9780312676841 (pbk.);0312676840 (pbk.)	xmw  	rec. 052113	
9780702033865;0702033863;9780702033858 (international);0702033855 (international)	xmt  	rec. 052113	
9780123739759;0123739756	xmt  	rec. 052113	
9780323069434 (hardcover : alk. paper);0323069436 (hardcover : alk. paper)	xmt  	rec. 052113	
9781585623792 (hardcover : alk. paper);1585623792 (hardcover : alk. paper)	xmt  	rec. 052113	
9789814273916;9814273910	xmt  	rec. 052113	
9781118116432 (pbk.);1118116437 (pbk.)	xmt  	rec. 052113	
9780132865661 (pbk. );0132865661 (pbk.)	xmt  	rec. 052113	
9780444537829 (pbk.);0444537821	xmt  	rec. 052113	
9780252036255 (cloth);0252036255 (cloth)	xmt  	rec. 052113	
9781118115565 (pbk.);1118115562 (pbk.)	xmt  	rec. 052113	
9780415684248 (hardback);0415684242 (hardback);9780415684255 (pbk.);0415684250 (pbk.);9780203094662 (ebook);0203094662 (ebook)	xmt  	rec. 052113	
9780415534420 (hbk.);0415534429 (hbk.);9780203113370 (ebook);0203113373 (ebook)	xmt  	rec. 052113	
9780415597821 (hardback);041559782X (hardback);9780415597838 (pbk.);0415597838 (pbk.);9780203122686 (ebook);0203122682 (ebook)	xmt  	rec. 052113	
9781620813072 (hardcover);1620813076 (hardcover)	xmt  	rec. 052113	
9780230340145 (hardback);0230340148 (hardback)	xmt  	rec. 052113	
9781118067833 (cloth);1118067835 (cloth)	xmt  	rec. 052113	
9781412975773 (pbk.);1412975778 (pbk.)	xmt  	rec. 052113	
9780857939425 (hbk. : alk. paper);0857939424 (hbk. : alk. paper)	xmt  	rec. 052113	
9780415594325 (hbk.);0415594324 (hbk.);9780415594332 (pbk.);0415594332 (pbk.);9780203094556 (ebk.);0203094557 (ebk.)	xmt  	rec. 052113	
9780205202287;0205202284	xmt  	rec. 052113	
9781622571437;1622571436	xmt  	rec. 052113	
9780195398489 (pbk. : alk. paper);0195398483 (pbk. : alk. paper)	xmt  	rec. 052113	
9780230237988;0230237983	xmt  	rec. 052113	
9780199757251 (hardcover : alk. paper);0199757259 (hardcover : alk. paper)	xmt  	rec. 052113	
965301563X;9789653015630;9789653016095;9653016091;9653015656;9789653015654	x2mt 	rec. 052113	
9780804773249 (cloth : alk. paper);0804773246 (cloth : alk. paper)	xmt  	rec. 052113	
9781557536129 (pbk. : alk. paper);1557536120 (pbk. : alk. paper);9781612492230 (epdf);1612492231 (epdf);9781612492223 (epub);1612492223 (epub)	xmt  	rec. 052113	
9780804778749 (cloth : alk. paper);0804778744 (cloth : alk. paper);9780804778756 (pbk. : alk. paper);0804778752 (pbk. : alk. paper)	xmt  	rec. 052113	
9780299234645 (pbk. : alk. paper);0299234649 (pbk. : alk. paper)	xmt  	rec. 052113	
9780853038269 (cloth);0853038260 (cloth)	xmt  	rec. 052113	
9781608322930;1608322939	xmt  	rec. 052113	
9780814338001 (cloth : alk. paper);0814338003 (cloth : alk. paper);9780814338018 (ebook);0814338011 (ebook)	xmt  	rec. 052113	
9780804763837 (cloth : alk. paper);0804763836 (cloth : alk. paper)	xmt  	rec. 052113	
9781861899095;1861899092	xmt  	rec. 052113	
9780896727670 (hardcover : alk. paper);089672767X (hardcover : alk. paper);9780896728004 (e-book);0896728005 (e-book)	xmt  	rec. 052113	
9780253002136 (cloth : alk. paper);0253002133 (cloth : alk. paper);9780253002068 (pbk. : alk. paper);0253002060 (pbk. : alk. paper);9780253002211 (e-book);0253002214 (e-book)	xmt  	rec. 052113	
9780801445828 (cloth : alk. paper);0801445825 (cloth : alk. paper);1572268905;9781572268906	xmt  	rec. 052113	
9780804763455 (hbk. : acid-free paper);0804763453 (hbk. : acid-free paper);9780804763462 (pbk. : acid-free paper);0804763461 (pbk. : acid-free paper)	xmt  	rec. 052113	
1933379189;9781933379180	xmt  	rec. 052113	
9781592643264;1592643264	xmt  	rec. 052113	
0841914362 (hardcover);9780841914360 (hardcover);0841914451 (pbk.);9780841914452 (pbk.)	xmt  	rec. 052113	
9781602801639;1602801630	xmt  	rec. 052113	
9789657052440;9657052440	xmt  	rec. 052113	
9781451171822;145117182X	xmt  	rec. 052113	
9781622579457 (hbk.);1622579453 (hbk.)	xmt  	rec. 052113	
1480236667;9781480236660	xmt  	rec. 052113	
0071412077	xkg  		30000002358467
9781416046882 (pbk.);1416046887 (pbk.)	xkg  		30000002358426
0072320419 (alk. paper);9780072320411 (alk. paper);0071122591 (ISE);9780071122597 (ISE);0072485221;9780072485226	xkg  		30000002358459
3924521964;9783924521967	xkg  		30000002358327
0131443291;9780131443297;0132192268;9780132192262;0131968939 (pbk.);9780131968936 (pbk.);0131721348;9780131721340	xkg  		30000002358392
0471151831;9780471151838;0471448958 (WIE);9780471448952 (WIE)	xkg  		30000002358368
0671722948	xmb  		
0916690253	xmb  		
	xmb  		
0306451557	xmb  		
0898620406	xmb  		
0898627117	xmb  		
0884000044	xmb  		
0471578452 (alk. paper)	xmb  		
1572300655	xmb  		
0898624436 (alk. paper)	xmb  		
9781586487980;1586487981	xmb  		
9781586488741 (hardcover : alk. paper) :;1586488740 (hardcover : alk. paper)	xmb  		
9780300167603 (hc. : alk. paper);0300167601 (hc. : alk. paper)	xmb  		
9780674057821 (alk. paper);0674057821 (alk. paper)	xmb  		
006073132X (acid-free paper)	xmb  		
9781583943076 (pbk.);1583943072 (pbk.)	xmb  		
9780827608832 (alk. paper);0827608837 (alk. paper)	xmb  		
0738203564 (pbk.);9780738203560 (pbk.)	xmb  		
9780472034307 (pbk. : alk. paper);0472034308 (pbk. : alk. paper)	xmb  		
9780805242652;0805242651	xmb  		
9780674035140 (alk. paper);0674035143 (alk. paper)	xmb  		
9780691147529 (cloth : alk. paper);0691147523 (cloth : alk. paper)	xmb  		
1906764433;9781906764432	xmb  		
9781906764401 (pbk.);1906764409 (pbk.)	xmb  		
0465014046	xmb  		
9780199826865 (hbk. : alk. paper);0199826862 (hbk. : alk. paper)	xmb  		
9780804778749 (cloth : alk. paper);0804778744 (cloth : alk. paper);9780804778756 (pbk. : alk. paper);0804778752 (pbk. : alk. paper)	xmb  		
0805242163	xmb  		
9781904113072;1904113079	xmb  		
9780691144870 (hbk. : alk. paper);0691144877 (hbk. : alk. paper)	xmb  		
0812693760	xmb  		
9780691156668 (hardcover : alk. paper);0691156662 (hardcover : alk. paper)	xmb  		
9780804773249 (cloth : alk. paper);0804773246 (cloth : alk. paper)	xmb  		
9780805242065;0805242066	xmb  		
9780816083534 (acid-free paper);0816083533 (acid-free paper)	x2mb 		
9780465010219;0465010210;9780465022342 (ebook);0465022340 (ebook)	xmb  		
9780192801579 (pbk.);0192801570 (pbk.)	xmb  		
9780307352149;0307352145	xmb  		
9780307278241 (pbk.);0307278247 (pbk.)	xmb  		
9781594203008 (hardback);1594203008 (hardback)	xmb  		
9780393088779;0393088774	xmb  		
1931541396;9781931541398	xmb  		
9781433805615 (softcover);1433805618 (softcover);9781433805592 (hardcover);1433805596 (hardcover);9781433805622 (spiral bound);1433805626 (spiral bound)	x2mb 		
9781433805615 (softcover);1433805618 (softcover);9781433805592 (hardcover);1433805596 (hardcover);9781433805622 (spiral bound);1433805626 (spiral bound)	x2mb 		
9780374227340 (alk. paper);0374227349 (alk. paper)	xmb  		
9780520258822 (cloth : alk. paper);0520258827 (cloth : alk. paper);9780520948693 (e-book);0520948696 (e-book)	xmb  		
0393070646;9780393070644 (hbk.)	xmb  		
1600571336;9781600571336;1600571344;9781600571343;1600571611;9781600571619	x2mb 		
9780674046498 (alk. paper) :;0674046498 (alk. paper)	xmb  		
9780307265630;0307265633	xmb  		
9780300172317 (cloth : alk. paper);0300172311 (cloth : alk. paper)	xmb  		
9780813554365 (hardcover : alk. paper);0813554365 (hardcover : alk. paper);9780813554358 (pbk. : alk. paper);0813554357 (pbk. : alk. paper);0813554373 (e-book);9780813554372 (e-book)	xmb  		
9781412961301 (cloth);1412961300 (cloth);9781412961318 (pbk.);1412961319 (pbk.)	xmt  	rec. 052813	
9781412938884 (cloth : alk. paper);1412938880 (cloth : alk. paper);9781412938891 (pbk. : alk. paper);1412938899 (pbk. : alk. paper)	xmt  	rec. 052813	
0313331227 (set : alk. paper);9780313331220 (set : alk. paper);0313331235 (v. 1 : alk. paper);9780313331237 (v. 1 : alk. paper);0313331243 (v. 2 : alk. paper);9780313331244 (v. 2 : alk. paper);0313340560 (v. 3 : alk. paper);9780313340567 (v. 3 : alk. paper);0313340579 (v. 4 : alk. paper);9780313340574 (v. 4 : alk. paper)	xmt  	rec. 052813	
0313331227 (set : alk. paper);9780313331220 (set : alk. paper);0313331235 (v. 1 : alk. paper);9780313331237 (v. 1 : alk. paper);0313331243 (v. 2 : alk. paper);9780313331244 (v. 2 : alk. paper);0313340560 (v. 3 : alk. paper);9780313340567 (v. 3 : alk. paper);0313340579 (v. 4 : alk. paper);9780313340574 (v. 4 : alk. paper)	xmt  	rec. 052813	
0313331227 (set : alk. paper);9780313331220 (set : alk. paper);0313331235 (v. 1 : alk. paper);9780313331237 (v. 1 : alk. paper);0313331243 (v. 2 : alk. paper);9780313331244 (v. 2 : alk. paper);0313340560 (v. 3 : alk. paper);9780313340567 (v. 3 : alk. paper);0313340579 (v. 4 : alk. paper);9780313340574 (v. 4 : alk. paper)	xmt  	rec. 052813	
0313331227 (set : alk. paper);9780313331220 (set : alk. paper);0313331235 (v. 1 : alk. paper);9780313331237 (v. 1 : alk. paper);0313331243 (v. 2 : alk. paper);9780313331244 (v. 2 : alk. paper);0313340560 (v. 3 : alk. paper);9780313340567 (v. 3 : alk. paper);0313340579 (v. 4 : alk. paper);9780313340574 (v. 4 : alk. paper)	xmt  	rec. 052813	
9781412966900 (cloth);1412966906 (cloth);9781412966917 (pbk.);1412966914 (pbk.)	xmt  	rec. 052813	
9780807750193 (pbk. : alk. paper);0807750190 (pbk. : alk. paper)	xmt  	rec. 052813	
9780521876858 (hardback);0521876850 (hardback);9780521700269 (pbk.);0521700264 (pbk.)	xmt  	rec. 052813	
1563680181 :;1563685515 (pbk.);9781563685514 (pbk.)	xmt  	rec. 052813	
9781433809965 (set);1433809966 (set);9781433809972 (v. 1);1433809974 (v. 1);9781433809989 (v. 2);1433809982 (v. 2);9781433809996 (v. 3);1433809990 (v. 3)	xmt  	rec. 052813	
9781433809965 (set);1433809966 (set);9781433809972 (v. 1);1433809974 (v. 1);9781433809989 (v. 2);1433809982 (v. 2);9781433809996 (v. 3);1433809990 (v. 3)	xmt  	rec. 052813	
9781433809965 (set);1433809966 (set);9781433809972 (v. 1);1433809974 (v. 1);9781433809989 (v. 2);1433809982 (v. 2);9781433809996 (v. 3);1433809990 (v. 3)	xmt  	rec. 052813	
9780826433602 (hardback);082643360X (hardback)	xmt  	rec. 052813	
9781612504872 (library ed.);1612504876 (library ed.);9781612504865 (pbk.);1612504868 (pbk.)	xmt  	rec. 052813	
9781455706150 (hardcover : alk. paper);1455706159 (hardcover : alk. paper)	xmt  	rec. 052813	
9781935628163;193562816X	xmt  	rec. 052813	
9781936287406 (alk. paper);1936287404 (alk. paper);9781617050794 (e-book);1617050792 (e-book)	xmt  	rec. 052813	
9780521167123 (pbk.);0521167124 (pbk.)	xmt  	rec. 052813	
9780803618084 (pbk. : alk. paper);0803618085 (pbk. : alk. paper)	xmt  	rec. 052813	
9780199752201 (pbk.);0199752206 (pbk.)	xmt  	rec. 052813	
9781451102949;1451102941	xmt  	rec. 052813	
9780702043383;0702043389	xmt  	rec. 052813	
9781439844984 (hardcover : alk. paper);1439844984 (hardcover : alk. paper)	xmt  	rec. 052813	
9789350900819 (hbk.);9350900815 (hbk.)	xmt  	rec. 052813	
9780199744398 (pbk.);0199744394 (pbk.)	xmb  		
9780812244557 (hardcover : alk. paper);0812244559 (hardcover : alk. paper)	xmb  		
9781118003756 (cloth);1118003756 (cloth)	xmb  		
9781451625370;1451625375	xmb  		
1469795108;9781469795102;1469795116;9781469795119	xmb  		
9780399533181 (alk. paper);0399533184 (alk. paper)	xmb  		
0880489642 (pbk. : alk. paper);9780880489645 (pbk. : alk. paper);0880488263;9780880488266	xmb  		
9780674066960 (alk. paper);0674066960 (alk. paper)	xmb  		
